paper_id,evaluation_type,source_file,gpt_problem,gpt_problem_description,problem_agreement,gpt_objective,gpt_objective_description,objective_agreement,gpt_research_method,gpt_research_method_description,research_method_agreement,gpt_research_questions,gpt_research_questions_description,research_questions_agreement,gpt_pseudocode,gpt_pseudocode_description,pseudocode_agreement,gpt_dataset,gpt_dataset_description,dataset_agreement,gpt_hypothesis,gpt_hypothesis_description,hypothesis_agreement,gpt_prediction,gpt_prediction_description,prediction_agreement,gpt_code_available,gpt_code_available_description,code_available_agreement,gpt_software_dependencies,gpt_software_dependencies_description,software_dependencies_agreement,gpt_experiment_setup,gpt_experiment_setup_description,experiment_setup_agreement
2110.02474,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,I model the belief formation and decision making processes of economic agents during a monetary policy regime change (an acceleration in the money supply)...',True,True,"'I show that when the money supply accelerates, the learning agents only adjust their actions, which include consumption and demand for real balance, after gathering learning experience for many periods.",True,True,...with a deep reinforcement learning algorithm in the AI literature.,False,True,"'I also show that, 1. the AI agents who explore their environment more adapt to the policy regime change quicker, which leads to welfare improvements and less inflation volatility, and 2. the AI agents who have experienced a structural change adjust their beliefs and behaviours quicker than an inexperienced learning agent.",True,False,,True,False,,True,True,"I show that when the money supply accelerates, the learning agents only adjust their actions, which include consumption and demand for real balance, after gathering learning experience for many periods. This delayed adjustments leads to low returns during transition periods. Once they start adjusting to the new environment, their welfare improves.",True,True,Their changes in beliefs and actions lead to temporary inflation volatility.,False,False,,True,False,,True,False,I model the belief formation and decision making processes of economic agents during a monetary policy regime change (an acceleration in the money supply) with a deep reinforcement learning algorithm in the AI literature.,False
2110.03135,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,label noise exists in adversarial training,True,True,we proposed a method to automatically calibrate the label to address the label noise and robust overfitting,True,True,"Guided by our analyses, we proposed a method",True,False,,True,False,,True,False,across various models and datasets,False,True,Such label noise is due to the mismatch between the true label distribution of adversarial examples and the label inherited from clean examples,False,False,,True,False,,True,False,,True,False,,True
2110.05169,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,"Deep Reinforcement Learning (RL) is mainly studied in a setting where the training and the testing environments are similar. But in many practical applications, these environments may differ",True,True,There is a need to develop RL methods that generalize well to variations of the training conditions.,False,True,"To do so, we propose an approach where we learn a subspace of policies within the parameter space.",False,False,,True,False,,True,False,,True,False,,True,True,"Our experiments carried out over a large variety of benchmarks compare our approach with baselines, including diversity-based methods.",False,False,,True,False,,True,True,"In comparison, our approach is simple to tune, does not need any extra component (e.g., discriminator) and learns policies able to gather a high reward on unseen environments.",False
2110.08255,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,Time series data is ubiquitous in research as well as in a wide variety of industrial applications. Effectively analyzing the available historical data and providing insights into the far future allows us to make effective decisions.,False,True,"Recent research has witnessed the superior performance of transformer-based architectures, especially in the regime of far horizon time series forecasting.",False,True,"We propose the Yformer model, based on a novel Y-shaped encoder-decoder architecture...",True,False,,True,False,,True,True,Extensive experiments have been conducted with relevant baselines on four benchmark datasets,False,False,,True,False,,True,False,,True,False,,True,True,"Extensive experiments have been conducted with relevant baselines on four benchmark datasets, demonstrating an average improvement of 19.82, 18.41 percentage MSE and 13.62, 11.85 percentage MAE in comparison to the current state of the art for the univariate and the multivariate settings respectively.",True
2110.08432,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,"a critical challenge in MAML is to calculate the gradient w.r.t. the initialization of a long training trajectory for the sampled tasks, because the computation graph can rapidly explode and the computational cost is very expensive.",True,True,"To address this problem, we propose Adjoint MAML (A-MAML).",True,True,"To efficiently compute the gradient of the validation loss w.r.t. the initialization, we use the adjoint method to construct a companion, backward ODE",True,False,Not directly mentioned in the abstract,True,False,Not directly mentioned in the abstract,True,False,Not directly mentioned in the abstract,True,False,Not directly mentioned in the abstract,True,True,"Our approach is cheap, accurate, and adaptable to different trajectory lengths.",False,False,Not directly mentioned in the abstract,True,False,Not directly mentioned in the abstract,True,True,We demonstrate the advantage of our approach in both synthetic and real-world meta-learning tasks.,False
2110.09902,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,We make an attempt to understanding convolutional neural network by exploring the relationship between (deep) convolutional neural networks and Volterra convolutions,True,True,We propose a novel approach to explain and study the overall characteristics of neural networks without being disturbed by the horribly complex architectures.,True,True,"Specifically, we attempt to convert the basic structures of a convolutional neural network (CNN) and their combinations to the form of Volterra convolutions.",True,False,None provided,True,False,None provided,True,False,None provided,True,False,None provided,True,True,"The results show that most of convolutional neural networks can be approximated in the form of Volterra convolution, where the approximated proxy kernels preserve the characteristics of the original network.",False,False,None provided,True,False,None provided,True,True,"Base on this setup, we presented methods to approximating the order-zero and order-one proxy kernels, and verified the correctness and effectiveness of our results.",False
2110.11688,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,Machine learning models can leak information about the data used to train them.,True,True,"In this paper, we propose Differentially Private proximal Coordinate Descent (DP-CD), a new method to solve composite DP-ERM problems.",True,True,We derive utility guarantees through a novel theoretical analysis of inexact coordinate descent.,True,False,No specific research question is identified,True,False,No pseudocode is provided,True,False,'Experiments on real and synthetic data support our results',False,False,"Our results show that, thanks to larger step sizes, DP-CD can exploit imbalance in gradient coordinates to outperform DP-SGD.",False,False,"We also prove new lower bounds for composite DP-ERM under coordinate-wise regularity assumptions, that are nearly matched by DP-CD.",False,False,No mention of source code being shared,True,False,There is no mention of specific software or package dependency,True,True,"For practical implementations, we propose to clip gradients using coordinate-wise thresholds that emerge from our theory, avoiding costly hyperparameter tuning.",False
2110.14241,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,"Previous work using a single set of agents has shown great progress in generalizing to known partners, however it struggles when coordinating with unfamiliar agents.",True,True,"In this work, our goal is to train agents that can coordinate with seen, unseen as well as human partners in a multi-agent communication environment involving natural language.",True,True,We attribute this to the use of static populations and instead propose a dynamic population-based meta-learning approach that builds such a population in an iterative manner. We perform a holistic evaluation of our method on two different referential games,True,False,,True,False,,True,False,,True,False,,True,True,"We show that our agents outperform all prior work when communicating with seen partners and humans. Furthermore, we analyze the natural language generation skills of our agents, where we find that our agents also outperform strong baselines.",True,False,,True,False,,True,False,"Finally, we test the robustness of our agents when communicating with out-of-population agents and carefully test the importance of each component of our method through ablation studies.",False
2111.02997,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,"In this paper, we establish the global optimality and convergence rate of an off-policy actor critic algorithm in the tabular setting without using density ratio to correct the discrepancy between the state distribution of the behavior policy and that of the target policy.",True,True,"In this paper, we establish the global optimality and convergence rate of an off-policy actor critic algorithm in the tabular setting without using density ratio to correct the discrepancy between the state distribution of the behavior policy and that of the target policy.",True,True,"Our work goes beyond existing works on the optimality of policy gradient methods...' and 'Central to our work is the finite sample analysis of a generic stochastic approximation algorithm with time-inhomogeneous update operators on time-inhomogeneous Markov chains, based on its uniform contraction properties.",False,False,,True,False,,True,False,,True,False,,True,False,,True,False,,True,False,,True,True,"Our update step is not a gradient update because we do not use a density ratio to correct the state distribution, which aligns well with what practitioners do. Our update is approximate because we use a learned critic instead of the true value function. Our update is stochastic because at each step the update is done for only the current state action pair.",False
2111.03664,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,"Knowledge distillation (KD), best known as an effective method for model compression, aims at transferring the knowledge of a bigger network (teacher) to a much smaller network (student).",False,True,"Extending this supervised scheme further, we introduce a new type of teacher model for connectionist temporal classification (CTC)-based sequence models, namely Oracle Teacher, that leverages both the source inputs and the output labels as the teacher model's input.",True,True,"Extending this supervised scheme further, we introduce a new type of teacher model for connectionist temporal classification (CTC)-based sequence models, namely Oracle Teacher, that leverages both the source inputs and the output labels as the teacher model's input... Based on a many-to-one mapping property of the CTC algorithm, we present a training strategy that can effectively prevent the trivial solution and thus enables utilizing both source and target inputs for model training.",False,False,,True,False,,True,True,Extensive experiments are conducted on two sequence learning tasks: speech recognition and scene text recognition,False,False,,True,True,"From the experimental results, we empirically show that the proposed model improves the students across these tasks while achieving a considerable speed-up in the teacher model's training time.",False,False,,True,False,,True,True,"Based on a many-to-one mapping property of the CTC algorithm, we present a training strategy that can effectively prevent the trivial solution and thus enables utilizing both source and target inputs for model training.",False
2111.08356,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,"In Federated Learning (FL), multiple clients collaborate to learn a shared model through a central server while keeping data decentralized. Personalized Federated Learning (PFL) further extends FL by learning a personalized model per client.",False,True,"we introduce a new learning setup, On-Demand Unlabeled PFL (OD-PFL), where a system trained on a set of clients, needs to be later applied to novel unlabeled clients at inference time.",True,True,we train an encoder network that learns a representation for a client given its unlabeled data. That client representation is fed to a hypernetwork that generates a personalized model for that client.,True,False,None found,True,False,None found,True,True,"Evaluated on five benchmark datasets, we find that ODPFL-HN generalizes better than the current FL and PFL methods, especially when the novel client has a large shift from training clients.",False,False,None found,True,True,we find that ODPFL-HN generalizes better than the current FL and PFL methods,False,False,None found,True,False,None found,True,True,"we find that ODPFL-HN generalizes better than the current FL and PFL methods, especially when the novel client has a large shift from training clients.",True
2111.12673,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,Algorithms based on temporal difference learning typically are prone to an over- or underestimation bias building up over time.,True,True,"In this paper, we propose a general method called Adaptively Calibrated Critics (ACC).",True,True,Adaptively Calibrated Critics (ACC) that uses the most recent high variance but unbiased on-policy rollouts to alleviate the bias of the low variance temporal difference targets.,False,False,,True,False,,True,True,"sets a new state of the art on the OpenAI gym continuous control benchmark' and 'We apply ACC to Truncated Quantile Critics, which is an algorithm for continuous control that allows regulation of the bias with a hyperparameter tuned per environment.",False,False,,True,True,The resulting algorithm adaptively adjusts the parameter during training rendering hyperparameter search unnecessary and sets a new state of the art on the OpenAI gym continuous control benchmark among all algorithms that do not tune hyperparameters for each environment. ACC further achieves improved results on different tasks from the Meta-World robot benchmark,False,False,,True,False,,True,True,"We apply ACC to Truncated Quantile Critics, which is an algorithm for continuous control that allows regulation of the bias with a hyperparameter tuned per environment. The resulting algorithm adaptively adjusts the parameter during training rendering hyperparameter search unnecessary and sets a new state of the art on the OpenAI gym continuous control benchmark among all algorithms that do not tune hyperparameters for each environment.",False
2111.15449,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,"In the field of pattern classification, the training of deep learning classifiers is mostly end-to-end learning, ... so there is still room for improvement in classification accuracy.",True,True,"Based on the concept of Predefined Evenly-Distributed Class Centroids (PEDCC), this article proposes a Softmax-free loss function based on predefined optimal-distribution of latent features-POD Loss.",True,True,"The loss function only restricts the latent features of the samples, including the norm-adaptive Cosine distance between the latent feature vector of the sample and the center of the predefined evenly-distributed class, and the correlation between the latent features of the samples.",False,False,,True,False,,True,False,experiments on several commonly used datasets on several typical deep learning classification networks,False,False,,True,False,the classification performance of POD Loss is always significant better and easier to converge.,False,True,Code is available in https://github.com/TianYuZu/POD-Loss.,True,False,,True,True,"Compared with the commonly used Softmax Loss, some typical Softmax related loss functions and PEDCC-Loss, experiments on several commonly used datasets on several typical deep learning classification networks",True
2112.00016,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,We use deep neural networks to machine learn correlations between knot invariants in various dimensions.,False,True,"We find that a two-layer feed-forward neural network can predict $s$ from $\text{Kh}(q,-q^{-4})$ with greater than $99\%$ accuracy.",False,True,We use deep neural networks,False,True,"we discuss the extent to which the machine is learning $s$ as opposed to $g$, since there is a general inequality $|s| \leq 2g$.",True,False,,True,False,,True,False,"This suggests a relationship with $SU(2)$ Chern--Simons theory, and we review the gauge theory construction of Khovanov homology which may be relevant for explaining the network's performance.",True,True,"we find similar performance for the prediction of $s$ from $\text{Kh}(q,-q^{-2})$, which suggests a novel relationship between the Khovanov and Lee homology theories of a knot.",True,False,,True,False,,True,False,"We find that a two-layer feed-forward neural network can predict $s$ from $\text{Kh}(q,-q^{-4})$",False
2112.03432,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,Obtaining first-order regret bounds -- regret bounds scaling not as the worst-case but with some measure of the performance of the optimal policy on a given instance -- is a core question in sequential decision-making.,True,True,In this work we address this gap,True,True,we... develop a novel robust self-normalized concentration bound based on the robust Catoni mean estimator,True,False,Not explicitly mentioned,True,False,Not mentioned,True,False,Not mentioned,True,False,Not mentioned,True,False,Not mentioned,True,False,Not mentioned,True,False,Not mentioned,True,True,"...show that it is possible to obtain regret scaling as $\widetilde{\mathcal{O}}(\sqrt{d^3 H^3 \cdot V_1^\star \cdot K} + d^{3.5}H^3\log K )$ in reinforcement learning with large state spaces, namely the linear MDP setting.",False
2112.04871,agreement_gpt,abstract_gpt_agreement_with_manual.csv,True,"However, most previous KGE methods ignore the semantic similarity between the related entities and entity-relation couples in different triples since they separately optimize each triple with the scoring function.",True,True,"To address this problem, we propose a simple yet efficient contrastive learning framework for tensor decomposition based (TDB) KGE",True,False,"We evaluate our proposed method on three standard KGE datasets: WN18RR, FB15k-237 and YAGO3-10.",False,False,,True,False,,True,True,"We evaluate our proposed method on three standard KGE datasets: WN18RR, FB15k-237 and YAGO3-10.",False,False,,True,True,"Our method can yield some new state-of-the-art results, achieving 51.2% MRR, 46.8% Hits@1 on the WN18RR dataset, 37.8% MRR, 28.6% Hits@1 on FB15k-237 dataset, and 59.1% MRR, 51.8% Hits@1 on the YAGO3-10 dataset.",False,False,,True,False,,True,False,"Our method can yield some new state-of-the-art results, achieving 51.2% MRR, 46.8% Hits@1 on the WN18RR dataset, 37.8% MRR, 28.6% Hits@1 on FB15k-237 dataset, and 59.1% MRR, 51.8% Hits@1 on the YAGO3-10 dataset.",False
