index,id,title,categories,abstract,doi,created,updated,authors
68,2202.00574,identifying pauli spin blockade using deep learning,cond-mat.mes-hall cs.lg quant-ph,"pauli spin blockade (psb) can be employed as a great resource for spin qubit initialisation and readout even at elevated temperatures but it can be difficult to identify. we present a machine learning algorithm capable of automatically identifying psb using charge transport measurements. the scarcity of psb data is circumvented by training the algorithm with simulated data and by using cross-device validation. we demonstrate our approach on a silicon field-effect transistor device and report an accuracy of 96% on different test devices, giving evidence that the approach is robust to device variability. the approach is expected to be employable across all types of quantum dot devices.",,2022-02-01,2022-10-21,"['jonas schuff', 'dominic t. lennon', 'simon geyer', 'david l. craig', 'federico fedele', 'florian vigneau', 'leon c. camenzind', 'andreas v. kuhlmann', 'g. andrew d. briggs', 'dominik m. zumbühl', 'dino sejdinovic', 'natalia ares']"
69,2202.01943,pso-pinn: physics-informed neural networks trained with particle swarm   optimization,cs.lg physics.comp-ph,"physics-informed neural networks (pinn) have recently emerged as a promising application of deep learning in a wide range of engineering and scientific problems based on partial differential equation (pde) models. however, evidence shows that pinn training by gradient descent displays pathologies that often prevent convergence when solving pdes with irregular solutions. in this paper, we propose the use of a particle swarm optimization (pso) approach to train pinns. the resulting pso-pinn algorithm not only mitigates the undesired behaviors of pinns trained with standard gradient descent but also presents an ensemble approach to pinn that affords the possibility of robust predictions with quantified uncertainty. we also propose pso-bp-cd (pso with back-propagation and coefficient decay), a hybrid pso variant that combines swarm optimization with gradient descent, putting more weight on the latter as training progresses and the swarm zeros in on a good local optimum. comprehensive experimental results show that pso-pinn with the proposed pso-bp-cd algorithm outperforms pinn ensembles trained with other pso variants or with pure gradient descent.",,2022-02-03,2022-10-20,"['caio davi', 'ulisses braga-neto']"
70,2202.02947,parallel successive learning for dynamic distributed model training over   heterogeneous wireless networks,cs.lg cs.ai cs.ni cs.sy eess.sy,"federated learning (fedl) has emerged as a popular technique for distributing model training over a set of wireless devices, via iterative local updates (at devices) and global aggregations (at the server). in this paper, we develop parallel successive learning (psl), which expands the fedl architecture along three dimensions: (i) network, allowing decentralized cooperation among the devices via device-to-device (d2d) communications. (ii) heterogeneity, interpreted at three levels: (ii-a) learning: psl considers heterogeneous number of stochastic gradient descent iterations with different mini-batch sizes at the devices; (ii-b) data: psl presumes a dynamic environment with data arrival and departure, where the distributions of local datasets evolve over time, captured via a new metric for model/concept drift. (ii-c) device: psl considers devices with different computation and communication capabilities. (iii) proximity, where devices have different distances to each other and the access point. psl considers the realistic scenario where global aggregations are conducted with idle times in-between them for resource efficiency improvements, and incorporates data dispersion and model dispersion with local model condensation into fedl. our analysis sheds light on the notion of cold vs. warmed up models, and model inertia in distributed machine learning. we then propose network-aware dynamic model tracking to optimize the model learning vs. resource efficiency tradeoff, which we show is an np-hard signomial programming problem. we finally solve this problem through proposing a general optimization solver. our numerical results reveal new findings on the interdependencies between the idle times in-between the global aggregations, model/concept drift, and d2d cooperation configuration.",,2022-02-07,2022-10-22,"['seyyedali hosseinalipour', 'su wang', 'nicolo michelusi', 'vaneet aggarwal', 'christopher g. brinton', 'david j. love', 'mung chiang']"
71,2202.04136,generative multitask learning mitigates target-causing confounding,cs.lg cs.ai stat.ml,"we propose generative multitask learning (gmtl), a simple and scalable approach to causal representation learning for multitask learning. our approach makes a minor change to the conventional multitask inference objective, and improves robustness to target shift. since gmtl only modifies the inference objective, it can be used with existing multitask learning methods without requiring additional training. the improvement in robustness comes from mitigating unobserved confounders that cause the targets, but not the input. we refer to them as \emph{target-causing confounders}. these confounders induce spurious dependencies between the input and targets. this poses a problem for conventional multitask learning, due to its assumption that the targets are conditionally independent given the input. gmtl mitigates target-causing confounding at inference time, by removing the influence of the joint target distribution, and predicting all targets jointly. this removes the spurious dependencies between the input and targets, where the degree of removal is adjustable via a single hyperparameter. this flexibility is useful for managing the trade-off between in- and out-of-distribution generalization. our results on the attributes of people and taskonomy datasets reflect an improved robustness to target shift across four multitask learning methods.",,2022-02-08,2022-10-22,"['taro makino', 'krzysztof j. geras', 'kyunghyun cho']"
72,2202.04173,exploring the limits of domain-adaptive training for detoxifying   large-scale language models,cs.cl cs.ai cs.cy cs.lg,"pre-trained language models (lms) are shown to easily generate toxic language. in this work, we systematically explore domain-adaptive training to reduce the toxicity of language models. we conduct this study on three dimensions: training corpus, model size, and parameter efficiency. for the training corpus, we propose to leverage the generative power of lms and generate nontoxic datasets for domain-adaptive training, which mitigates the exposure bias and is shown to be more data-efficient than using a curated pre-training corpus. we demonstrate that the self-generation method consistently outperforms the existing baselines across various model sizes on both automatic and human evaluations, even when it uses a 1/3 smaller training corpus. we then comprehensively study detoxifying lms with parameter sizes ranging from 126m up to 530b (3x larger than gpt-3), a scale that has never been studied before. we find that i) large lms have similar toxicity levels as smaller ones given the same pre-training corpus, and ii) large lms require more endeavor to detoxify. we also explore parameter-efficient training methods for detoxification. we demonstrate that adding and training adapter-only layers in lms not only saves a lot of parameters but also achieves a better trade-off between toxicity and perplexity than whole model adaptation for the large-scale models.",,2022-02-08,2022-10-21,"['boxin wang', 'wei ping', 'chaowei xiao', 'peng xu', 'mostofa patwary', 'mohammad shoeybi', 'bo li', 'anima anandkumar', 'bryan catanzaro']"
73,2202.04579,neural sheaf diffusion: a topological perspective on heterophily and   oversmoothing in gnns,cs.lg math.at,"cellular sheaves equip graphs with a ""geometrical"" structure by assigning vector spaces and linear maps to nodes and edges. graph neural networks (gnns) implicitly assume a graph with a trivial underlying sheaf. this choice is reflected in the structure of the graph laplacian operator, the properties of the associated diffusion equation, and the characteristics of the convolutional models that discretise this equation. in this paper, we use cellular sheaf theory to show that the underlying geometry of the graph is deeply linked with the performance of gnns in heterophilic settings and their oversmoothing behaviour. by considering a hierarchy of increasingly general sheaves, we study how the ability of the sheaf diffusion process to achieve linear separation of the classes in the infinite time limit expands. at the same time, we prove that when the sheaf is non-trivial, discretised parametric diffusion processes have greater control than gnns over their asymptotic behaviour. on the practical side, we study how sheaves can be learned from data. the resulting sheaf diffusion models have many desirable properties that address the limitations of classical graph diffusion equations (and corresponding gnn models) and obtain competitive results in heterophilic settings. overall, our work provides new connections between gnns and algebraic topology and would be of interest to both fields.",,2022-02-09,2022-10-21,"['cristian bodnar', 'francesco di giovanni', 'benjamin paul chamberlain', 'pietro liò', 'michael m. bronstein']"
74,2202.04829,target-aware molecular graph generation,cs.lg cs.ai,"generating molecules with desired biological activities has attracted growing attention in drug discovery. previous molecular generation models are designed as chemocentric methods that hardly consider the drug-target interaction, limiting their practical applications. in this paper, we aim to generate molecular drugs in a target-aware manner that bridges biological activity and molecular design. to solve this problem, we compile a benchmark dataset from several publicly available datasets and build baselines in a unified framework. building on the recent advantages of flow-based molecular generation models, we propose siamflow, which forces the flow to fit the distribution of target sequence embeddings in latent space. specifically, we employ an alignment loss and a uniform loss to bring target sequence embeddings and drug graph embeddings into agreements while avoiding collapse. furthermore, we formulate the alignment into a one-to-many problem by learning spaces of target sequence embeddings. experiments quantitatively show that our proposed method learns meaningful representations in the latent space toward the target-aware molecular graph generation and provides an alternative approach to bridge biology and chemistry in drug discovery.",,2022-02-09,2022-10-21,"['cheng tan', 'zhangyang gao', 'stan z. li']"
75,2202.05012,supa: a lightweight diagnostic simulator for machine learning in   particle physics,physics.data-an astro-ph.im cs.lg hep-ex physics.acc-ph,"deep learning methods have gained popularity in high energy physics for fast modeling of particle showers in detectors. detailed simulation frameworks such as the gold standard geant4 are computationally intensive, and current deep generative architectures work on discretized, lower resolution versions of the detailed simulation. the development of models that work at higher spatial resolutions is currently hindered by the complexity of the full simulation data, and by the lack of simpler, more interpretable benchmarks. our contribution is supa, the surrogate particle propagation simulator, an algorithm and software package for generating data by simulating simplified particle propagation, scattering and shower development in matter. the generation is extremely fast and easy to use compared to geant4, but still exhibits the key characteristics and challenges of the detailed simulation. we support this claim experimentally by showing that performance of generative models on data from our simulator reflects the performance on a dataset generated with geant4. the proposed simulator generates thousands of particle showers per second on a desktop machine, a speed up of up to 6 orders of magnitudes over geant4, and stores detailed geometric information about the shower propagation. supa provides much greater flexibility for setting initial conditions and defining multiple benchmarks for the development of models. moreover, interpreting particle showers as point clouds creates a connection to geometric machine learning and provides challenging and fundamentally new datasets for the field.   the code for supa is available at https://github.com/itsdaniele/supa.",,2022-02-10,2022-10-21,"['atul kumar sinha', 'daniele paliotta', 'bálint máté', 'sebastian pina-otey', 'john a. raine', 'tobias golling', 'françois fleuret']"
76,2202.05262,locating and editing factual associations in gpt,cs.cl cs.lg,"we analyze the storage and recall of factual associations in autoregressive transformer language models, finding evidence that these associations correspond to localized, directly-editable computations. we first develop a causal intervention for identifying neuron activations that are decisive in a model's factual predictions. this reveals a distinct set of steps in middle-layer feed-forward modules that mediate factual predictions while processing subject tokens. to test our hypothesis that these computations correspond to factual association recall, we modify feed-forward weights to update specific factual associations using rank-one model editing (rome). we find that rome is effective on a standard zero-shot relation extraction (zsre) model-editing task, comparable to existing methods. to perform a more sensitive evaluation, we also evaluate rome on a new dataset of counterfactual assertions, on which it simultaneously maintains both specificity and generalization, whereas other methods sacrifice one or another. our results confirm an important role for mid-layer feed-forward modules in storing factual associations and suggest that direct manipulation of computational mechanisms may be a feasible approach for model editing. the code, dataset, visualizations, and an interactive demo notebook are available at https://rome.baulab.info/",,2022-02-10,2022-10-23,"['kevin meng', 'david bau', 'alex andonian', 'yonatan belinkov']"
77,2202.06991,transformer memory as a differentiable search index,cs.cl cs.ai cs.ir cs.lg,"in this paper, we demonstrate that information retrieval can be accomplished with a single transformer, in which all information about the corpus is encoded in the parameters of the model. to this end, we introduce the differentiable search index (dsi), a new paradigm that learns a text-to-text model that maps string queries directly to relevant docids; in other words, a dsi model answers queries directly using only its parameters, dramatically simplifying the whole retrieval process. we study variations in how documents and their identifiers are represented, variations in training procedures, and the interplay between models and corpus sizes. experiments demonstrate that given appropriate design choices, dsi significantly outperforms strong baselines such as dual encoder models. moreover, dsi demonstrates strong generalization capabilities, outperforming a bm25 baseline in a zero-shot setup.",,2022-02-14,2022-10-21,"['yi tay', 'vinh q. tran', 'mostafa dehghani', 'jianmo ni', 'dara bahri', 'harsh mehta', 'zhen qin', 'kai hui', 'zhe zhao', 'jai gupta', 'tal schuster', 'william w. cohen', 'donald metzler']"
78,2202.07136,debiased self-training for semi-supervised learning,cs.lg cs.cv,"deep neural networks achieve remarkable performances on a wide range of tasks with the aid of large-scale labeled datasets. yet these datasets are time-consuming and labor-exhaustive to obtain on realistic tasks. to mitigate the requirement for labeled data, self-training is widely used in semi-supervised learning by iteratively assigning pseudo labels to unlabeled samples. despite its popularity, self-training is well-believed to be unreliable and often leads to training instability. our experimental studies further reveal that the bias in semi-supervised learning arises from both the problem itself and the inappropriate training with potentially incorrect pseudo labels, which accumulates the error in the iterative self-training process. to reduce the above bias, we propose debiased self-training (dst). first, the generation and utilization of pseudo labels are decoupled by two parameter-independent classifier heads to avoid direct error accumulation. second, we estimate the worst case of self-training bias, where the pseudo labeling function is accurate on labeled samples, yet makes as many mistakes as possible on unlabeled samples. we then adversarially optimize the representations to improve the quality of pseudo labels by avoiding the worst case. extensive experiments justify that dst achieves an average improvement of 6.3% against state-of-the-art methods on standard semi-supervised learning benchmark datasets and 18.9%$ against fixmatch on 13 diverse tasks. furthermore, dst can be seamlessly adapted to other self-training methods and help stabilize their training and balance performance across classes in both cases of training from scratch and finetuning from pre-trained models.",,2022-02-14,2022-10-20,"['baixu chen', 'junguang jiang', 'ximei wang', 'pengfei wan', 'jianmin wang', 'mingsheng long']"
79,2202.10574,a multi-agent reinforcement learning framework for off-policy evaluation   in two-sided markets,stat.ml cs.lg,"the two-sided markets such as ride-sharing companies often involve a group of subjects who are making sequential decisions across time and/or location. with the rapid development of smart phones and internet of things, they have substantially transformed the transportation landscape of human beings. in this paper we consider large-scale fleet management in ride-sharing companies that involve multiple units in different areas receiving sequences of products (or treatments) over time. major technical challenges, such as policy evaluation, arise in those studies because (i) spatial and temporal proximities induce interference between locations and times; and (ii) the large number of locations results in the curse of dimensionality. to address both challenges simultaneously, we introduce a multi-agent reinforcement learning (marl) framework for carrying policy evaluation in these studies. we propose novel estimators for mean outcomes under different products that are consistent despite the high-dimensionality of state-action space. the proposed estimator works favorably in simulation experiments. we further illustrate our method using a real dataset obtained from a two-sided marketplace company to evaluate the effects of applying different subsidizing policies. a python implementation of our proposed method is available at https://github.com/runzhestat/causalmarl.",,2022-02-21,2022-10-24,"['chengchun shi', 'runzhe wan', 'ge song', 'shikai luo', 'rui song', 'hongtu zhu']"
80,2202.11479,listen to interpret: post-hoc interpretability for audio networks with   nmf,cs.sd cs.lg eess.as,"this paper tackles post-hoc interpretability for audio processing networks. our goal is to interpret decisions of a network in terms of high-level audio objects that are also listenable for the end-user. to this end, we propose a novel interpreter design that incorporates non-negative matrix factorization (nmf). in particular, a carefully regularized interpreter module is trained to take hidden layer representations of the targeted network as input and produce time activations of pre-learnt nmf components as intermediate outputs. our methodology allows us to generate intuitive audio-based interpretations that explicitly enhance parts of the input signal most relevant for a network's decision. we demonstrate our method's applicability on popular benchmarks, including a real-world multi-label classification task.",,2022-02-23,2022-10-24,"['jayneel parekh', 'sanjeel parekh', 'pavlo mozharovskyi', ""florence d'alché-buc"", 'gaël richard']"
81,2202.11850,robust federated learning with connectivity failures: a   semi-decentralized framework with collaborative relaying,cs.dc cs.lg cs.ma,"intermittent connectivity of clients to the parameter server (ps) is a major bottleneck in federated edge learning frameworks. the lack of constant connectivity induces a large generalization gap, especially when the local data distribution amongst clients exhibits heterogeneity. to overcome intermittent communication outages between clients and the central ps, we introduce the concept of collaborative relaying wherein the participating clients relay their neighbors' local updates to the ps in order to boost the participation of clients with poor connectivity to the ps. we propose a semi-decentralized federated learning framework in which at every communication round, each client initially computes a local consensus of a subset of its neighboring clients' updates, and eventually transmits to the ps a weighted average of its own update and those of its neighbors'. we appropriately optimize these local consensus weights to ensure that the global update at the ps is unbiased with minimal variance - consequently improving the convergence rate. numerical evaluations on the cifar-10 dataset demonstrate that our collaborative relaying approach outperforms federated averaging-based benchmarks for learning over intermittently-connected networks such as when the clients communicate over millimeter wave channels with intermittent blockages.",,2022-02-23,2022-10-20,"['michal yemini', 'rajarshi saha', 'emre ozfatura', 'deniz gündüz', 'andrea j. goldsmith']"
82,2202.13826,magnitude-aware probabilistic speaker embeddings,eess.as cs.lg cs.sd,"recently, hyperspherical embeddings have established themselves as a dominant technique for face and voice recognition. specifically, euclidean space vector embeddings are learned to encode person-specific information in their direction while ignoring the magnitude. however, recent studies have shown that the magnitudes of the embeddings extracted by deep neural networks may indicate the quality of the corresponding inputs. this paper explores the properties of the magnitudes of the embeddings related to quality assessment and out-of-distribution detection. we propose a new probabilistic speaker embedding extractor using the information encoded in the embedding magnitude and leverage it in the speaker verification pipeline. we also propose several quality-aware diarization methods and incorporate the magnitudes in those. our results indicate significant improvements over magnitude-agnostic baselines both in speaker verification and diarization tasks.",10.21437/odyssey.2022-1,2022-02-28,2022-10-23,"['nikita kuzmin', 'igor fedorov', 'alexey sholokhov']"
83,2202.14019,domain knowledge-informed self-supervised representations for workout   form assessment,cs.cv cs.ai cs.hc cs.lg,"maintaining proper form while exercising is important for preventing injuries and maximizing muscle mass gains. detecting errors in workout form naturally requires estimating human's body pose. however, off-the-shelf pose estimators struggle to perform well on the videos recorded in gym scenarios due to factors such as camera angles, occlusion from gym equipment, illumination, and clothing. to aggravate the problem, the errors to be detected in the workouts are very subtle. to that end, we propose to learn exercise-oriented image and video representations from unlabeled samples such that a small dataset annotated by experts suffices for supervised error detection. in particular, our domain knowledge-informed self-supervised approaches (pose contrastive learning and motion disentangling) exploit the harmonic motion of the exercise actions, and capitalize on the large variances in camera angles, clothes, and illumination to learn powerful representations. to facilitate our self-supervised pretraining, and supervised finetuning, we curated a new exercise dataset, \emph{fitness-aqa} (\url{https://github.com/paritoshparmar/fitness-aqa}), comprising of three exercises: backsquat, barbellrow, and overheadpress. it has been annotated by expert trainers for multiple crucial and typically occurring exercise errors. experimental results show that our self-supervised representations outperform off-the-shelf 2d- and 3d-pose estimators and several other baselines. we also show that our approaches can be applied to other domains/tasks such as pose estimation and dive quality assessment.",,2022-02-28,2022-10-21,"['paritosh parmar', 'amol gharat', 'helge rhodin']"
84,2203.00804,"nestanets: stable, accurate and efficient neural networks for   analysis-sparse inverse problems",cs.lg cs.cv cs.it cs.na eess.iv math.it math.na,"solving inverse problems is a fundamental component of science, engineering and mathematics. with the advent of deep learning, deep neural networks have significant potential to outperform existing state-of-the-art, model-based methods for solving inverse problems. however, it is known that current data-driven approaches face several key issues, notably hallucinations, instabilities and unpredictable generalization, with potential impact in critical tasks such as medical imaging. this raises the key question of whether or not one can construct deep neural networks for inverse problems with explicit stability and accuracy guarantees. in this work, we present a novel construction of accurate, stable and efficient neural networks for inverse problems with general analysis-sparse models, termed nestanets. to construct the network, we first unroll nesta, an accelerated first-order method for convex optimization. the slow convergence of this method leads to deep networks with low efficiency. therefore, to obtain shallow, and consequently more efficient, networks we combine nesta with a novel restart scheme. we then use compressed sensing techniques to demonstrate accuracy and stability. we showcase this approach in the case of fourier imaging, and verify its stability and performance via a series of numerical experiments. the key impact of this work is demonstrating the construction of efficient neural networks based on unrolling with guaranteed stability and accuracy.",,2022-03-01,2022-10-20,"['maksym neyra-nesterenko', 'ben adcock']"
85,2203.01382,nemo: guiding and contextualizing weak supervision for interactive data   programming,cs.lg stat.ml,"weak supervision (ws) techniques allow users to efficiently create large training datasets by programmatically labeling data with heuristic sources of supervision. while the success of ws relies heavily on the provided labeling heuristics, the process of how these heuristics are created in practice has remained under-explored. in this work, we formalize the development process of labeling heuristics as an interactive procedure, built around the existing workflow where users draw ideas from a selected set of development data for designing the heuristic sources. with the formalism, we study two core problems of how to strategically select the development data to guide users in efficiently creating informative heuristics, and how to exploit the information within the development process to contextualize and better learn from the resultant heuristics. building upon two novel methodologies that effectively tackle the respective problems considered, we present nemo, an end-to-end interactive system that improves the overall productivity of ws learning pipeline by an average 20% (and up to 47% in one task) compared to the prevailing ws approach.",,2022-03-02,2022-10-23,"['cheng-yu hsieh', 'jieyu zhang', 'alexander ratner']"
86,2203.02016,"interventions, where and how? experimental design for causal models at   scale",cs.lg cs.ai stat.ml,"causal discovery from observational and interventional data is challenging due to limited data and non-identifiability: factors that introduce uncertainty in estimating the underlying structural causal model (scm). selecting experiments (interventions) based on the uncertainty arising from both factors can expedite the identification of the scm. existing methods in experimental design for causal discovery from limited data either rely on linear assumptions for the scm or select only the intervention target. this work incorporates recent advances in bayesian causal discovery into the bayesian optimal experimental design framework, allowing for active causal discovery of large, nonlinear scms while selecting both the interventional target and the value. we demonstrate the performance of the proposed method on synthetic graphs (erdos-r\`enyi, scale free) for both linear and nonlinear scms as well as on the \emph{in-silico} single-cell gene regulatory network dataset, dream.",,2022-03-03,2022-10-21,"['panagiotis tigas', 'yashas annadani', 'andrew jesson', 'bernhard schölkopf', 'yarin gal', 'stefan bauer']"
87,2203.02128,distributionally robust bayesian optimization with $\phi$-divergences,cs.lg math.oc stat.ml,"the study of robustness has received much attention due to its inevitability in data-driven settings where many systems face uncertainty. one such example of concern is bayesian optimization (bo), where uncertainty is multi-faceted, yet there only exists a limited number of works dedicated to this direction. in particular, there is the work of kirschner et al. (2020), which bridges the existing literature of distributionally robust optimization (dro) by casting the bo problem from the lens of dro. while this work is pioneering, it admittedly suffers from various practical shortcomings such as finite contexts assumptions, leaving behind the main question can one devise a computationally tractable algorithm for solving this dro-bo problem? in this work, we tackle this question to a large degree of generality by considering robustness against data-shift in $\phi$-divergences, which subsumes many popular choices, such as the $\chi^2$-divergence, total variation, and the extant kullback-leibler (kl) divergence. we show that the dro-bo problem in this setting is equivalent to a finite-dimensional optimization problem which, even in the continuous context setting, can be easily implemented with provable sublinear regret bounds. we then show experimentally that our method surpasses existing methods, attesting to the theoretical results.",,2022-03-03,2022-10-20,"['hisham husain', 'vu nguyen', 'anton van den hengel']"
88,2203.02700,race: retrieval-augmented commit message generation,cs.se cs.ai cs.lg,"commit messages are important for software development and maintenance. many neural network-based approaches have been proposed and shown promising results on automatic commit message generation. however, the generated commit messages could be repetitive or redundant. in this paper, we propose race, a new retrieval-augmented neural commit message generation method, which treats the retrieved similar commit as an exemplar and leverages it to generate an accurate commit message. as the retrieved commit message may not always accurately describe the content/intent of the current code diff, we also propose an exemplar guider, which learns the semantic similarity between the retrieved and current code diff and then guides the generation of commit message based on the similarity. we conduct extensive experiments on a large public dataset with five programming languages. experimental results show that race can outperform all baselines. furthermore, race can boost the performance of existing seq2seq models in commit message generation.",,2022-03-05,2022-10-22,"['ensheng shi', 'yanlin wang', 'wei tao', 'lun du', 'hongyu zhang', 'shi han', 'dongmei zhang', 'hongbin sun']"
89,2203.04115,biological sequence design with gflownets,q-bio.bm cs.lg,"design of de novo biological sequences with desired properties, like protein and dna sequences, often involves an active loop with several rounds of molecule ideation and expensive wet-lab evaluations. these experiments can consist of multiple stages, with increasing levels of precision and cost of evaluation, where candidates are filtered. this makes the diversity of proposed candidates a key consideration in the ideation phase. in this work, we propose an active learning algorithm leveraging epistemic uncertainty estimation and the recently proposed gflownets as a generator of diverse candidate solutions, with the objective to obtain a diverse batch of useful (as defined by some utility function, for example, the predicted anti-microbial activity of a peptide) and informative candidates after each round. we also propose a scheme to incorporate existing labeled datasets of candidates, in addition to a reward function, to speed up learning in gflownets. we present empirical results on several biological sequence design tasks, and we find that our method generates more diverse and novel batches with high scoring candidates compared to existing approaches.",,2022-03-02,2022-10-24,"['moksh jain', 'emmanuel bengio', 'alex-hernandez garcia', 'jarrid rector-brooks', 'bonaventure f. p. dossou', 'chanakya ekbote', 'jie fu', 'tianyu zhang', 'micheal kilgour', 'dinghuai zhang', 'lena simine', 'payel das', 'yoshua bengio']"
90,2203.08597,less is more: summary of long instructions is better for program   synthesis,cs.cl cs.ai cs.lg,"despite the success of large pre-trained language models (lms) such as codex, they show below-par performance on the larger and more complicated programming related questions. we show that lms benefit from the summarized version of complicated questions. our findings show that superfluous information often present in problem description such as human characters, background stories, and names (which are included to help humans in understanding a task) does not help models in understanding a task. to this extent, we create a meta-dataset from the frequently used apps dataset and the newly created codecontests dataset for the program synthesis task. our meta-dataset consists of human and synthesized summaries of the long and complicated programming questions. experimental results on codex show that our proposed approach outperforms baseline by 8.13% on the apps dataset and 11.88% on the codecontests dataset on average in terms of strict accuracy. our analysis shows that summaries significantly improve performance for introductory (9.86%) and interview (11.48%) programming questions. however, it shows improvement by a small margin (~ 2%) for competitive programming questions, implying scope for future research in this direction.",,2022-03-16,2022-10-22,"['kirby kuznia', 'swaroop mishra', 'mihir parmar', 'chitta baral']"
91,2203.09251,near instance-optimal pac reinforcement learning for deterministic mdps,cs.lg stat.ml,"in probably approximately correct (pac) reinforcement learning (rl), an agent is required to identify an $\epsilon$-optimal policy with probability $1-\delta$. while minimax optimal algorithms exist for this problem, its instance-dependent complexity remains elusive in episodic markov decision processes (mdps). in this paper, we propose the first nearly matching (up to a horizon squared factor and logarithmic terms) upper and lower bounds on the sample complexity of pac rl in deterministic episodic mdps with finite state and action spaces. in particular, our bounds feature a new notion of sub-optimality gap for state-action pairs that we call the deterministic return gap. while our instance-dependent lower bound is written as a linear program, our algorithms are very simple and do not require solving such an optimization problem during learning. their design and analyses employ novel ideas, including graph-theoretical concepts (minimum flows) and a new maximum-coverage exploration strategy.",,2022-03-17,2022-10-24,"['andrea tirinzoni', 'aymen al-marjani', 'emilie kaufmann']"
92,2203.09590,enhanced temporal knowledge embeddings with contextualized language   representations,cs.cl cs.lg,"world knowledge exists in both structured (tables, knowledge graphs) and unstructured forms (texts). recently, there have been extensive research efforts in the integration of structured factual knowledge and unstructured textual knowledge. however, most studies focus on incorporating static factual knowledge into pre-trained language models, while there is less work on enhancing temporal knowledge graph embedding using textual knowledge. existing integration approaches can not apply to temporal knowledge graphs (tkgs) since they often assume knowledge embedding is time-invariant. in fact, the entity embedding in tkg embedding models usually evolves over time, which poses the challenge of aligning temporally relevant textual information with entities. to this end, we propose enhanced temporal knowledge embeddings with contextualized language representations (ecola), which uses tkg quadruple as an implicit measure to temporally align textual data and the time-evolving entity representations and uses a novel knowledge-text prediction task to inject textual information into temporal knowledge embedding. ecola jointly optimizes the knowledge-text prediction objective and the temporal knowledge embedding objective, and thus, can simultaneously take full advantage of textual and structured knowledge. since existing datasets do not provide tkgs with aligned textual data, we introduce three new datasets for training and evaluating ecola. experimental results on the temporal knowledge graph completion task show that ecola outperforms state-of-the-art tkg embedding models by a large margin.",,2022-03-17,2022-10-22,"['zhen han', 'ruotong liao', 'beiyan liu', 'yao zhang', 'zifeng ding', 'jindong gu', 'heinz köppl', 'hinrich schütze', 'volker tresp']"
93,2203.13950,multi-edge server-assisted dynamic federated learning with an optimized   floating aggregation point,cs.lg cs.ni,"we propose cooperative edge-assisted dynamic federated learning (ce-fl). ce-fl introduces a distributed machine learning (ml) architecture, where data collection is carried out at the end devices, while the model training is conducted cooperatively at the end devices and the edge servers, enabled via data offloading from the end devices to the edge servers through base stations. ce-fl also introduces floating aggregation point, where the local models generated at the devices and the servers are aggregated at an edge server, which varies from one model training round to another to cope with the network evolution in terms of data distribution and users' mobility. ce-fl considers the heterogeneity of network elements in terms of communication/computation models and the proximity to one another. ce-fl further presumes a dynamic environment with online variation of data at the network devices which causes a drift at the ml model performance. we model the processes taken during ce-fl, and conduct analytical convergence analysis of its ml model training. we then formulate network-aware ce-fl which aims to adaptively optimize all the network elements via tuning their contribution to the learning process, which turns out to be a non-convex mixed integer problem. motivated by the large scale of the system, we propose a distributed optimization solver to break down the computation of the solution across the network elements. we finally demonstrate the effectiveness of our framework with the data collected from a real-world testbed.",,2022-03-25,2022-10-22,"['bhargav ganguly', 'seyyedali hosseinalipour', 'kwang taik kim', 'christopher g. brinton', 'vaneet aggarwal', 'david j. love', 'mung chiang']"
94,2203.14838,dual-path style learning for end-to-end noise-robust speech recognition,eess.as cs.lg cs.sd,"automatic speech recognition (asr) systems degrade significantly in face of noisy conditions. recently, speech enhancement (se) has been introduced as front-end module to reduce noise and improve speech quality for asr, but it would also suppress some important speech information, i.e., over-suppression problem. to alleviate this, we propose a dual-path style learning approach for end-to-end noise-robust automatic speech recognition (dpsl-asr). specifically, we first introduce clean speech feature along with the fused feature from previously proposed iff-net as dual-path inputs to recover the over-suppressed information. then, we propose a style learning method to map the fused feature close to clean feature, in order to learn latent speech information from the latter, i.e., clean ""speech style"". furthermore, we employ consistency loss to minimize the distance of asr outputs in two paths to improve noise-robustness. experimental results show that the proposed approach achieves relative word error rate (wer) reductions of 10.6% and 8.6% over the best iff-net baseline, on rats channel-a and chime-4 1-channel track datasets, respectively. visualizations of intermediate embeddings indicate that dpsl-asr can recover abundant over-suppressed information in enhanced speech. our code is available at github: https://github.com/yuchen005/dpsl-asr.",,2022-03-28,2022-10-24,"['yuchen hu', 'nana hou', 'chen chen', 'eng siong chng']"
